created_at,tweet_id,query,coordinates,coordinates_type,country_code,place_full_name,retweet_count,text,in_reply_to_status_id_str,is_quote_status,tweet_favorite_count,user_description,user_fovourites_count,followers_count,friends_count,user_profile_location,time_zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:49:49 +0000 2016,7.97225E+17,supplements,,,,,0,@AJA_Cortes Should you eat anything or take any supplements before a morning workout?,7.97225E+17,FALSE,2,Nationalist / Anti-Marxist,,166,476,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:48:45 +0000 2016,7.97225E+17,supplements,,,,,0,Dieting and Using Supplements Safely https://t.co/VlPjD21j09 #acai,,FALSE,0,Certified troublemaker. Friend of animals everywhere. Internet fanatic.,,5539,1099,Dublin,Central Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:48:42 +0000 2016,7.97225E+17,supplements,,,,,6,"RT @goodhealth: Nope, eating a placenta doesn't actually give new moms an iron boost: https://t.co/IsWKCOIijk",,FALSE,0,"Artist, pet portraits.\noriginal art work.\nprints \nhttps://t.co/iLXt78FYrc \ncontact:\ningridslossart@gmail.com",,228,243,Brodick . Isle of Arran ,Edinburgh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:48:05 +0000 2016,7.97224E+17,supplements,,,,,84,RT @PsychologiesMag: #win a 30 day supply of Beautiful &amp; Fundamental supplements from @EquiLondon RT &amp; follow @psydirector to enter! #Freeb\u2026,,FALSE,0,"I live in London. Love gardening ,painting and drawing. Elephant pic is by me. Garden is mine too",,4526,4999,uk,Amsterdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:47:59 +0000 2016,7.97224E+17,supplements,,,,,0,"@ButeraftJustinx @nbyersel @Ruby_RoseC My guess: ""Yes Moira you are correct. I've been taking muscle building supplements""",7.97221E+17,FALSE,0,"Dad, Husband, Real Estate, M:tG, Hearthstone, Marvel Heroes 2016, WoW, Archery, Social Justice Warlock, Instagram: timwright2673",,175,166,"Chapel Hill, NC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:47:12 +0000 2016,7.97224E+17,supplements,,,,,247,RT @EquiLondon: #win a 30 day supply of our Beautiful &amp; Fundamental supplements! RT &amp; follow @psydirector and @EquiLondon to enter #Freebie\u2026,,FALSE,0,"Sometimes blogger/vlogger I like to talk about: HP, Disney, Michael Ball, my life/family/friends",,456,1913,England,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:46:21 +0000 2016,7.97224E+17,supplements,,,,,0,RT @EquiLondon: #win 30 day supply of Beautiful &amp; Fundamental supplements! RT &amp; follow @psydirector and @EquiLondon https://t.co/g2H1M0CgrL,7.97022E+17,FALSE,0,"Obsessed with American TV and baseball. Passionate about traveling, good food and wine.",,3735,3752,England,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:46:03 +0000 2016,7.97224E+17,supplements,,,,,0,Get your flu shot and take some immune support supplements. https://t.co/za78AVwikt,,FALSE,0,The only GNC authorized retailer on Saipan is the Panda Store. Welcome to visit us and get world-class supplements to support your wellness & fitness.,,1,40,,Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:45:45 +0000 2016,7.97224E+17,supplements,,,,,0,What is it? #THRIVE #premium #nutrition #supplements #my123isfree https://t.co/mXAJEWGE0w https://t.co/jjwvTjVMtq,,FALSE,0,Helping people live the life they deserve. Proud Le-vel Brand Promoter. See website for details. 403-340-9014,,323,632,Canada,Mountain Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:45:13 +0000 2016,7.97224E+17,supplements,,,,,0,I swear buying my workout supplements through amazon has saved me so much $$$,,FALSE,2,Yeezy taught me IG: loops002 \u2741 r.\u2661,,613,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:44:06 +0000 2016,7.97223E+17,supplements,,,,,0,Unparalleled probiotic supplements: ZnUYze https://t.co/zlfChkbwnt,,FALSE,0,,,116,0,,Moscow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:44:03 +0000 2016,7.97223E+17,supplements,,,,,247,RT @EquiLondon: #win a 30 day supply of our Beautiful &amp; Fundamental supplements! RT &amp; follow @psydirector and @EquiLondon to enter #Freebie\u2026,,FALSE,0,"I'm a pretty outgoing person,  married to my lucky husband hehe with two amazing children, a naughty parrot and cute pooch \U0001f60a",,113,1221,"South West, England",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:44:03 +0000 2016,7.97223E+17,supplements,,,,,84,RT @PsychologiesMag: #win a 30 day supply of Beautiful &amp; Fundamental supplements from @EquiLondon RT &amp; follow @psydirector to enter! #Freeb\u2026,,FALSE,0,All I want is something I can move to,,804,1401,Low Fell,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:43:54 +0000 2016,7.97223E+17,supplements,,,,,14,RT @PsychologiesMag: #win a 30 day supply of Beautiful &amp; Fundamental supplements from @EquiLondon RT &amp; follow @psydirector to enter our #Fr\u2026,,FALSE,0,Don't know where your kids are in the house? Turn off the internet and they'll show up quickly. -,,1058,2202,United Kingdom,Pacific Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:43:45 +0000 2016,7.97223E+17,supplements,,,,,14,RT @PsychologiesMag: #win a 30 day supply of Beautiful &amp; Fundamental supplements from @EquiLondon RT &amp; follow @psydirector to enter our #Fr\u2026,,FALSE,0,Professional thinker. Typical music fanatic. Organizer. Twitter nerd. Gamer. Food junkie.,,5047,5322,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:43:37 +0000 2016,7.97223E+17,supplements,,,,,84,RT @PsychologiesMag: #win a 30 day supply of Beautiful &amp; Fundamental supplements from @EquiLondon RT &amp; follow @psydirector to enter! #Freeb\u2026,,FALSE,0,Don't know where your kids are in the house? Turn off the internet and they'll show up quickly. -,,1058,2202,United Kingdom,Pacific Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:43:36 +0000 2016,7.97223E+17,supplements,,,,,84,RT @PsychologiesMag: #win a 30 day supply of Beautiful &amp; Fundamental supplements from @EquiLondon RT &amp; follow @psydirector to enter! #Freeb\u2026,,FALSE,0,Professional thinker. Typical music fanatic. Organizer. Twitter nerd. Gamer. Food junkie.,,5047,5322,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:43:12 +0000 2016,7.97223E+17,supplements,,,,,84,RT @PsychologiesMag: #win a 30 day supply of Beautiful &amp; Fundamental supplements from @EquiLondon RT &amp; follow @psydirector to enter! #Freeb\u2026,,FALSE,0,"Environmental science graduate. Love the outdoors, camping, cycling and keeping fit. Photography is another passion - especially of the natural world.",,391,2508,North East England,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:43:07 +0000 2016,7.97223E+17,supplements,,,,,14,RT @PsychologiesMag: #win a 30 day supply of Beautiful &amp; Fundamental supplements from @EquiLondon RT &amp; follow @psydirector to enter our #Fr\u2026,,FALSE,0,"Environmental science graduate. Love the outdoors, camping, cycling and keeping fit. Photography is another passion - especially of the natural world.",,391,2508,North East England,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:42:34 +0000 2016,7.97223E+17,supplements,,,,,1,RT @LifeExtension: Save 50% on Vitamin D3 with FREE shipping right now! https://t.co/MHPSjT5GUq #vitamind #supplements https://t.co/oiwTHOD\u2026,,FALSE,0,Bestselling Author * https://t.co/vcBU3TpHf6 * Stress/Time Management Books * Owner of Tranquil Seas Fitness Retreats*Guided Visualizations,,13473,12069,"Philadelphia, Pennsylvania",Eastern Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:41:15 +0000 2016,7.97223E+17,supplements,,,,,0,[Image] ordered supplements from https://t.co/8VRfp6ktRF. this was printed on the side of the pac\u2026\u2026 https://t.co/H4KvjviVTS,,FALSE,0,~Everyday I'm Scrobbling~ Find me as LMPtG1 on Last.fm and dozens of other music sites.,,1261,1208,"Miami, FL",Eastern Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:40:56 +0000 2016,7.97223E+17,supplements,,,,,60,RT @PsychologiesMag: #win a 30 day supply of Beautiful &amp; Fundamental supplements from @EquiLondon RT &amp; follow @psydirector to enter our #Fr\u2026,,FALSE,0,"Hey! Love Films, food and Travelling!",,8365,9191,"Wigston, Leicestershire",London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:40:29 +0000 2016,7.97222E+17,supplements,,,,,247,RT @EquiLondon: #win a 30 day supply of our Beautiful &amp; Fundamental supplements! RT &amp; follow @psydirector and @EquiLondon to enter #Freebie\u2026,,FALSE,0,"Likes to think I'm a knitting, crocheting, healthy, exercising, yoga loving, bohemian, free spirt, bride to be, wizard. But in reality...",,284,844,"Newcastle Upon Tyne, England",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:40:23 +0000 2016,7.97222E+17,supplements,,,,,0,Grab #NatureMadeAtWalmart vitamins and supplements! Enter for a chance to win: #SweepsEntry https://t.co/ET523TLJdE (No Purchase Necessary),,FALSE,0,"Working full time, studying part-time, a loving dad all the time and tweets during free time",,2404,4996,HERE THERE EVERYWHERE,Eastern Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:40:16 +0000 2016,7.97222E+17,supplements,,,,,0,Pay a #visit to #these particular supplements for health and well being:  https://t.co/pssQAPWoIr https://t.co/YE1IfDvRvF,,FALSE,0,,,259,986,"South East, England",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:36:31 +0000 2016,7.97221E+17,supplements,,,,,247,RT @EquiLondon: #win a 30 day supply of our Beautiful &amp; Fundamental supplements! RT &amp; follow @psydirector and @EquiLondon to enter #Freebie\u2026,,FALSE,0,"Obsessed with American TV and baseball. Passionate about traveling, good food and wine.",,3735,3752,England,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:35:46 +0000 2016,7.97221E+17,supplements,,,,,247,RT @EquiLondon: #win a 30 day supply of our Beautiful &amp; Fundamental supplements! RT &amp; follow @psydirector and @EquiLondon to enter #Freebie\u2026,,FALSE,0,"Busy herbal tea drinker Mum .Secret desire to be a Crazy cat Lady or become a extreme couponer.Loves anything vintage ,historical.",,718,4033,"Chester-le-Street, England",London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:35:36 +0000 2016,7.97221E+17,supplements,,,,,0,"Just discovered that one of the ""crazy"" supplements that Chris Traeger takes when his character is being introduced is something I take lol",,FALSE,0,; like disco lemonade,,233,313,Tennessee,America/Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:35:11 +0000 2016,7.97221E+17,supplements,,,,,0,RT @LS_Nutrition: #Kefir #supplements this November? They can interact with #Immunosuppressants. Chat with your #MD before you dose!,,FALSE,0,"Welcome! :-) We're all about health and safety for parents and their kids. We're part of http://t.co/PoE6QNfgF9, a global health promotion and delivery NGO.",,321,6,Worldwide,Eastern Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:34:53 +0000 2016,7.97221E+17,supplements,,,,,0,Retweeted Super Supplements (@supersupplement):\n\nStart your day with a spray! A convenient way to get your daily... https://t.co/1qZBpzNkf7,,FALSE,1,Security Officer,,685,2138,"Otago, New Zealand",Wellington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:34:02 +0000 2016,7.97221E+17,supplements,,,,,0,Menopause Vitamins \u2013 Organic Supplements For Women\u2019s\xa0Health https://t.co/Rjqi5PXmrp,,FALSE,0,,,299,477,"Chicago, IL",Central Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:33:14 +0000 2016,7.97221E+17,supplements,,,,,0,"childcraft Books, Full Set Plus Supplements, Excellent Condition https://t.co/3dFyQl7Qiw https://t.co/XuiiVgMyOB",,FALSE,0,"Free classified ads, sell and buy everything from services ,real-estate,cars,mobiles,properties.\n Post and search for job vacancies.\nonline businesses and more\u2026",,568,1072,Lebanon,Nairobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:33:09 +0000 2016,7.97221E+17,supplements,,,,,0,@RealAlexJones @infowars Thank you for everything from information to the best vitamin supplements I'VE EVER TAKEN. It all came together.,7.9722E+17,FALSE,0,Proud disabled veteran and oath keeper  helping to wake others and navigate through the web of lies in the world today. A Nail in corporate media's coffin.,,67,120,From a place you will not see.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:32:01 +0000 2016,7.9722E+17,supplements,,,,,0,does it work? \U0001f440 RT @E_Payne09: Some of these dudes are really taking supplements to help them grow a beard haha. The struggle is real,,FALSE,1,follow my lead,,381,381,"Denver, CO",Mountain Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:31:12 +0000 2016,7.9722E+17,supplements,,,,,0,#GnarlyNutiriton #CEO tells their story of #cleansportsnutiriton #supplements #entrepreneur #branding\n\nhttps://t.co/HOmC3miAO2,,FALSE,0,Here to promote content for projects of the M. Parker Group. For @RulesofSucces_ Subscribe on iTunes -- http://t.co/hnzKvF0H9o,,3312,1910,"Salt Lake City, UT",Mountain Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:31:11 +0000 2016,7.9722E+17,supplements,,,,,0,vitamins that help prevent heart disease: https://t.co/TRDbYRAr,,FALSE,0,"wife, mom, puppy mommy, writer, health and exercise nut, fibromite...enjoys reading articles and tweeting! I follow back!",,1353,1940,Florida,Central Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:31:02 +0000 2016,7.9722E+17,supplements,,,,,0,The Bodybuilding Supplements Bible https://t.co/W8QdXSlyqw #saturdaylive #promocave,,FALSE,1,I am a book lover.  Please RT! help #authors of great books.https://t.co/DG92CgUSYe  give #authors better coverage in the #book world,,21099,19398,"Patiala, Punjab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:30:42 +0000 2016,7.9722E+17,supplements,,,,,4,Obtain superior sculpted tone and high energy with @StrongSupps Top 10 Fat Burners https://t.co/ioDtZMDV93\u2026 https://t.co/jXIeWsGz1v,,FALSE,20,"Your ultimate source for full workout plans and advice on training, nutrition and supplements.",,642431,2018,USA,Eastern Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:30:13 +0000 2016,7.9722E+17,supplements,,,,,1,RT @thingrave: things I have to do:\n\ndrink 16oz water every hour\nmake some low cal soup\ntake herbal dietary supplements\ndrink green smoothi\u2026,,FALSE,0,Remember the reason why you started \u2728,,2193,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:29:59 +0000 2016,7.9722E+17,supplements,,,,,0,The sanctimony of David Brooks requires that I take vitamin supplements.,,FALSE,0,Correspondent/Columnist-O Estado de S.Paulo. RT's no endorsements.Own opinions here.,,14020,928,"New York, USA",Eastern Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:29:30 +0000 2016,7.9722E+17,supplements,,,,,84,RT @PsychologiesMag: #win a 30 day supply of Beautiful &amp; Fundamental supplements from @EquiLondon RT &amp; follow @psydirector to enter! #Freeb\u2026,,FALSE,0,HUGE Take That fan! LFC through & through. MVG fan. Slightly obsessed with music and sports!,,2676,4943,"Bingley, England",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:29:30 +0000 2016,7.9722E+17,supplements,,,,,0,Cow Hollow's Real Food Co. Abruptly Closes #natural food #Natural Supplements #Laminine https://t.co/JDqg8yAgo7,,FALSE,1,"Laminine is a biologically complete natural super supplement that supports the regeneration of stem cells in the body, promoting healing and well-being",,36635,30689,Worldwide,Brisbane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:25:25 +0000 2016,7.97219E+17,supplements,,,,,0,"Let's hope ""Gay Jesus"" has stopped taking the dodgy supplements #UFC205",,FALSE,0,MMA & sports follower as well as an observer of life's oddities.Join me on the road to my ambitious target of 25 followers by 2017 #25BY2017,,75,80,"NSW, Australia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:25:24 +0000 2016,7.97219E+17,supplements,,,,,0,\u20ac4.5m supplement project targets malnutrition in Kenyan children\nReady-to-Use Therapeutic Foods (RUTF)... https://t.co/LpMmK322VO,,FALSE,0,IT Sales Executive.  The views expressed here are my own and do not necessarily reflect the views of Oracle.,,224,140,"New York, NY",Eastern Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:25:15 +0000 2016,7.97219E+17,supplements,,,,,0,\u20ac4.5m supplement project targets malnutrition in Kenyan children\nReady-to-Use Therapeutic Foods (RUTF) supplements  https://t.co/7oeYi5B9Ct,,FALSE,0,Entrepreneur interested in technology & health topics. Views expressed not reflective of official positions of any vendor.,,1794,587,"Pembroke Pines, FL",Eastern Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:25:08 +0000 2016,7.97219E+17,supplements,,,,,0,RT @LS_Nutrition: #Kefir #supplements this November? They can interact with #Immunosuppressants. Chat with your #MD before you dose!,,FALSE,0,"Official page. We keep you informed about lifestyle and longevity issues as they affect health, safety and happiness. We're part of http://t.co/UpkYB1oWrS.",,2664,2272,Worldwide,Quito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:25:05 +0000 2016,7.97219E+17,supplements,,,,,0,"@splitnines lol, I would sure as hell think so.... especially when sealed grow rooms with CO2 supplements create amazing plants",7.97218E+17,FALSE,0,#MAGA - Trading Futures - WV - 26 - Golf - Ski - Mountain Bike - Skateboard - Libertarian - Alpha Male - Misanthrope - Snap: t.jones41,,311,228,Northern WV,Pacific Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:24:42 +0000 2016,7.97219E+17,supplements,,,,,10,RT @pdubz32: THE COUNTDOWN IS GETTING REAL! 2 MUTHA FUCKIN WEEKS UNTIL THE SUPPLEMENT INDUSTRY CHANGES FOREVER! IRON ADDICTS BRAND SUPPLEME\u2026,,FALSE,0,,,11,29,"New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:24:25 +0000 2016,7.97218E+17,supplements,,,,,0,This nutrition company ranked the highest in a Landmark Study linking health and supplements.\u2026 https://t.co/FfP5QjnpfX,,FALSE,0,At 92 I want to share how I have lived longer and happier with the best supplements on earth. I've taking them for over 30 years!,,1101,911,"Ames, IA",Pacific Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:23:20 +0000 2016,7.97218E+17,supplements,,,,,0,@TheVictoriaNYC certain herbal supplements may alleviate your pain and misery. Certainly helped me,7.97207E+17,FALSE,0,,,1427,509,,Central Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:22:42 +0000 2016,7.97218E+17,supplements,,,,,2,"RT @gastrogirl: EXCELLENT resource! Up-to-date, accurate, easily accessed info on #druginduced  #liver injury including supplements https:/\u2026",,TRUE,0,snap:m7md999999,,1138,723,,Riyadh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:22:16 +0000 2016,7.97218E+17,supplements,,,,,0,@cris25mar I feel like I get a better workout &amp; pump without supplements.,7.97174E+17,FALSE,0,instagram: romariooshana,,439,54,,Central Time (US & Canada),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:22:01 +0000 2016,7.97218E+17,supplements,,,,,247,RT @EquiLondon: #win a 30 day supply of our Beautiful &amp; Fundamental supplements! RT &amp; follow @psydirector and @EquiLondon to enter #Freebie\u2026,,FALSE,0,Single mum to 2 crazy boys who are my WORLD Loves YOGA RUNNING MEDITATION FAMILY TIME + CUDDLES,,1096,4853,"stamford, Lincolnshire ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:20:35 +0000 2016,7.97217E+17,supplements,,,,,84,RT @PsychologiesMag: #win a 30 day supply of Beautiful &amp; Fundamental supplements from @EquiLondon RT &amp; follow @psydirector to enter! #Freeb\u2026,,FALSE,0,"Im a single mum with 3 children, I love comping, baking and crafting with my boys",,5133,5587,"Dromore, Northern Ireland",London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 11 23:19:35 +0000 2016,7.97217E+17,supplements,,,,,84,RT @PsychologiesMag: #win a 30 day supply of Beautiful &amp; Fundamental supplements from @EquiLondon RT &amp; follow @psydirector to enter! #Freeb\u2026,,FALSE,0,"Lover of Staffies,Cats(Esp Black 1's),Photography,Comping,Good TV,Company great Friends,Reading,Laughter.I'm a Vegetarian .I have COPD .Always up 4 a nap!.",,917,5001,"London, England",London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
